40,4,0,40993,59007,12742,1.1039984939998249
90,4,0,68405,31595,16303,1.1065954310033703
40,8,0,44493,55507,12801,1.1038334769982612
90,8,0,90847,9153,4545,1.1069673860038165
40,16,0,55089,44911,12977,1.104021733000991
90,16,0,95938,4062,21,1.1069485170010012
40,128,0,56498,43502,12601,1.1035831200133543
90,128,0,98868,1132,7,1.1049245140020503
40,1024,0,58933,41067,12082,1.1039520550111774
90,1024,0,100000,0,0,1.1069576610025251
40,2048,0,60042,39958,12338,1.1039086870005121
90,2048,0,100000,0,0,1.106952722009737
