0,0,10,1,149225685,9999025,1001,26
0,0,10,2,165911591,9999256,794,50
0,0,10,5,264919407,9999018,1015,33
0,0,10,10,273674301,9999509,533,42
0,0,10,50,286874753,9999191,865,56
0,0,10,100,415922773,9999511,510,21
0,0,10,1000,248112866,9999569,446,15
0,0,10,9223372036854775808,433826933,9999588,426,14
0,0,100,1,285080450,10000000,0,0
0,0,100,2,247230578,9999921,80,1
0,0,100,5,401908403,10000000,0,0
0,0,100,10,369917400,10000000,0,0
0,0,100,50,264126814,10000000,0,0
0,0,100,100,262441690,9999830,171,1
0,0,100,1000,265076392,9999674,327,1
0,0,100,9223372036854775808,261462844,9999694,307,1
0,0,1000,1,315569028,10000000,0,0
0,0,1000,2,246481556,10000000,0,0
0,0,1000,5,412167375,10000000,0,0
0,0,1000,10,318220313,10000000,0,0
0,0,1000,50,272837725,10000000,0,0
0,0,1000,100,365838552,10000000,0,0
0,0,1000,1000,298068685,10000000,0,0
0,0,1000,9223372036854775808,276660809,10000000,0,0
0,0,10000,1,441440744,10000000,0,0
0,0,10000,2,214408780,10000000,0,0
0,0,10000,5,303056374,10000000,0,0
0,0,10000,10,416991893,10000000,0,0
0,0,10000,50,379946970,10000000,0,0
0,0,10000,100,253781282,10000000,0,0
0,0,10000,1000,293498893,10000000,0,0
0,0,10000,9223372036854775808,272905788,10000000,0,0
0,100,10,1,239460616,8498575,2968319,1466894
0,100,10,2,99116710,9997821,3091,912
0,100,10,5,96830836,9999331,799,130
0,100,10,10,247472358,9999017,1074,91
0,100,10,50,99087805,9999542,548,90
0,100,10,100,237262590,9999784,266,50
0,100,10,1000,122153222,9999185,952,137
0,100,10,9223372036854775808,138965871,9999758,326,84
0,100,100,1,170531907,8009798,3765590,1775388
0,100,100,2,129029627,9998014,3269,1283
0,100,100,5,124836225,9999927,142,69
0,100,100,10,231725724,9999916,85,1
0,100,100,50,220695539,10000000,0,0
0,100,100,100,99740249,9999967,35,2
0,100,100,1000,247738577,9999897,104,1
0,100,100,9223372036854775808,219271369,9999926,75,1
0,100,1000,1,324323243,7878746,3960129,1838875
0,100,1000,2,239607035,9998663,2185,848
0,100,1000,5,122256800,10000000,0,0
0,100,1000,10,114362068,10000000,0,0
0,100,1000,50,112256664,10000000,0,0
0,100,1000,100,258789476,10000000,0,0
0,100,1000,1000,98638998,10000000,0,0
0,100,1000,9223372036854775808,98400549,10000000,0,0
0,100,10000,1,162347173,7646177,4191355,1837532
0,100,10000,2,108832005,10000000,0,0
0,100,10000,5,267766080,10000000,0,0
0,100,10000,10,211316020,10000000,0,0
0,100,10000,50,96493097,10000000,0,0
0,100,10000,100,104139110,10000000,0,0
0,100,10000,1000,254151347,10000000,0,0
0,100,10000,9223372036854775808,126121855,10000000,0,0
0,500,10,1,95878844,1532228,9233864,766092
0,500,10,2,105966699,3287743,8356076,1643819
0,500,10,5,75261222,8289408,3319547,1608955
0,500,10,10,7407845,9990655,12643,3298
0,500,10,50,49001258,9990068,12897,2965
0,500,10,100,44646928,9989697,12692,2389
0,500,10,1000,51468263,9991101,9887,988
0,500,10,9223372036854775808,51637445,9991250,9835,1085
0,500,100,1,1198695,1419930,9289892,709822
0,500,100,2,170339301,3314803,8342508,1657311
0,500,100,5,73478945,8258241,3344801,1603042
0,500,100,10,50333347,9995780,4337,117
0,500,100,50,145167762,10000000,0,0
0,500,100,100,151825298,10000000,0,0
0,500,100,1000,50650050,9999846,156,2
0,500,100,9223372036854775808,119066249,9999893,108,1
0,500,1000,1,415070,1326042,9336086,662128
0,500,1000,2,237884462,3441682,8278420,1720102
0,500,1000,5,80117429,8368520,3248610,1617130
0,500,1000,10,57295538,9996764,3322,86
0,500,1000,50,46526172,10000000,0,0
0,500,1000,100,147881410,10000000,0,0
0,500,1000,1000,37977425,10000000,0,0
0,500,1000,9223372036854775808,47325510,10000000,0,0
0,500,10000,1,102860578,1535871,9226109,761980
0,500,10000,2,114350964,3271153,8357254,1628407
0,500,10000,5,197747807,8650804,3010811,1661615
0,500,10000,10,55343298,10000000,0,0
0,500,10000,50,174042080,10000000,0,0
0,500,10000,100,56043625,10000000,0,0
0,500,10000,1000,119288309,10000000,0,0
0,500,10000,9223372036854775808,37600005,10000000,0,0
0,1000,10,1,68025206,734658,9632664,367322
0,1000,10,2,124819,1342005,9328940,670945
0,1000,10,5,6228001,3480233,7215794,696027
0,1000,10,10,56802591,8227160,2593365,820525
0,1000,10,50,63442789,7886587,2901647,788234
0,1000,10,100,58335188,7860201,2925362,785563
0,1000,10,1000,178590334,8260786,2564725,825511
0,1000,10,9223372036854775808,9873997,7676727,3089571,766298
0,1000,100,1,0,710832,9644495,355327
0,1000,100,2,0,1425575,9287069,712644
0,1000,100,5,0,3411910,7270328,682238
0,1000,100,10,38921923,7561473,3194351,755824
0,1000,100,50,130725092,9998140,1929,69
0,1000,100,100,0,10000000,0,0
0,1000,100,1000,43668794,10000000,0,0
0,1000,100,9223372036854775808,23732656,9999908,96,4
0,1000,1000,1,60636979,776959,9610980,387939
0,1000,1000,2,235157,1447769,9275402,723171
0,1000,1000,5,0,3556503,7154382,710885
0,1000,1000,10,39567132,7581388,3176188,757576
0,1000,1000,50,13655424,9999127,901,28
0,1000,1000,100,47817236,10000000,0,0
0,1000,1000,1000,45168376,10000000,0,0
0,1000,1000,9223372036854775808,27557016,10000000,0,0
0,1000,10000,1,62054,730243,9629400,359643
0,1000,10000,2,191151,1463357,9262275,725632
0,1000,10000,5,64839262,3886291,6887703,773994
0,1000,10000,10,132946131,7913712,2873068,786780
0,1000,10000,50,15877,10000000,0,0
0,1000,10000,100,86015965,10000000,0,0
0,1000,10000,1000,53667047,10000000,0,0
0,1000,10000,9223372036854775808,49855552,10000000,0,0
0,5000,10,1,0,151577,9924176,75753
0,5000,10,2,59262784,293979,9853006,146985
0,5000,10,5,0,650011,9479989,130000
0,5000,10,10,0,1527791,8624988,152779
