40,4,19859,44505,55495,14688,1.1037390660058009
90,4,9617,86853,13147,7876,1.1056571250082925
40,8,8329,46723,53277,13782,1.1039736389939208
90,8,13943,99325,675,30,1.107017469999846
40,16,10589,59825,40175,12576,1.1039185889967484
90,16,9285,99534,466,1,1.1071250169916311
40,128,16628,53238,46762,15358,1.10393977399508
90,128,7996,99468,532,1,1.1066645519895246
40,1024,0,69516,30484,11875,1.1039846570056397
90,1024,6219,100000,0,0,1.106942952988902
40,2048,24759,74597,25403,9376,1.103919702989515
90,2048,3833,100000,0,0,1.1069758919911692
