40,4,0,38147,61853,13369,1.1040969589957967
90,4,0,77883,22117,12152,1.106601983003202
40,8,0,53892,46108,12137,1.103826227990794
90,8,0,97423,2577,108,1.10666848999972
40,16,0,58892,41108,10962,1.1039907179947477
90,16,0,97912,2088,5,1.107062410999788
40,128,0,58723,41277,13469,1.1039618750073714
90,128,0,98359,1641,5,1.1067463920044247
40,1024,0,63539,36461,13158,1.1038674330047797
90,1024,0,100000,0,0,1.1070704200101318
40,2048,0,51544,48456,15391,1.1039844199985964
90,2048,0,100000,0,0,1.1069662549998611
